t,q_left_hip_pitch_joint,q_left_hip_roll_joint,q_left_hip_yaw_joint,q_left_knee_joint,q_left_ankle_pitch_joint,q_left_ankle_roll_joint,q_right_hip_pitch_joint,q_right_hip_roll_joint,q_right_hip_yaw_joint,q_right_knee_joint,q_right_ankle_pitch_joint,q_right_ankle_roll_joint,q_waist_yaw_joint,q_waist_pitch_joint,q_waist_roll_joint,q_left_shoulder_pitch_joint,q_left_shoulder_roll_joint,q_left_shoulder_yaw_joint,q_left_elbow_joint,q_left_wrist_yaw_joint,q_left_wrist_pitch_joint,q_left_wrist_roll_joint,q_right_shoulder_pitch_joint,q_right_shoulder_roll_joint,q_right_shoulder_yaw_joint,q_right_elbow_joint,q_right_wrist_yaw_joint,q_right_wrist_pitch_joint,q_right_wrist_roll_joint,q_head_yaw_joint,q_head_pitch_joint
8083.757525,0.007574,0.044964,0.048223,0.375340,-0.250706,-0.038445,-0.183404,-0.073151,-0.374382,0.251857,0.014285,-0.036911,-0.127606,0.179551,-0.013962,0.049375,0.132591,-0.729493,-0.510137,0.011792,0.053597,0.047875,0.123196,-0.105939,0.695554,-0.604667,-0.076794,0.079156,-0.055505,0.010115,0.000000
8083.777586,0.007382,0.033076,0.044389,0.345620,-0.253199,-0.027707,-0.194525,-0.085614,-0.353290,0.250131,0.025598,-0.019654,-0.133358,0.176807,-0.022416,0.048799,0.132975,-0.729685,-0.510712,0.021188,0.049783,0.049401,0.127606,-0.103446,0.695363,-0.604859,-0.076986,0.076486,-0.057031,0.010115,0.000000
8083.797427,0.006807,0.010258,0.043046,0.319735,-0.233641,-0.013134,-0.206414,-0.107090,-0.333732,0.249556,0.036335,0.000863,-0.136810,0.180993,-0.036251,0.044772,0.133934,-0.729877,-0.508795,0.026557,0.045968,0.052072,0.128181,-0.101337,0.693445,-0.604859,-0.078520,0.074197,-0.058938,0.010115,0.000000
8083.817529,0.001055,-0.006615,0.051484,0.305737,-0.211782,-0.007957,-0.221561,-0.118594,-0.323953,0.248214,0.053976,0.014093,-0.135084,0.183330,-0.043988,0.042855,0.130674,-0.731794,-0.504960,0.031158,0.042535,0.054742,0.127031,-0.102104,0.690953,-0.605434,-0.081779,0.073434,-0.060845,0.010115,0.000000
8083.837471,-0.012559,-0.020996,0.060495,0.297109,-0.199894,0.004506,-0.238051,-0.128757,-0.316858,0.238243,0.073534,0.027899,-0.134509,0.177900,-0.049088,0.049758,0.124155,-0.736971,-0.503043,0.033267,0.039865,0.057794,0.127031,-0.109965,0.686926,-0.610420,-0.081396,0.071527,-0.062371,0.010019,0.000000
8083.857484,-0.021763,-0.036911,0.066823,0.291739,-0.191074,0.024639,-0.249556,-0.138344,-0.308613,0.229039,0.087723,0.034418,-0.135084,0.174596,-0.054125,0.055127,0.118402,-0.738889,-0.500742,0.035569,0.037576,0.060845,0.125689,-0.118402,0.683666,-0.618090,-0.081396,0.069619,-0.063897,0.010019,0.000000
8083.877540,-0.025981,-0.050909,0.077752,0.288672,-0.180912,0.037103,-0.257609,-0.147548,-0.297684,0.223479,0.101912,0.044005,-0.136235,0.178247,-0.064808,0.056086,0.114951,-0.739273,-0.496907,0.037486,0.036431,0.063897,0.121087,-0.123388,0.680215,-0.625951,-0.081012,0.068093,-0.064660,0.010019,0.000000
8083.897439,-0.030967,-0.065672,0.089641,0.284837,-0.172858,0.055702,-0.265854,-0.157710,-0.283878,0.215042,0.118594,0.052251,-0.138152,0.181581,-0.077012,0.056852,0.114376,-0.739464,-0.492689,0.038828,0.036431,0.066949,0.115910,-0.124538,0.678681,-0.630553,-0.081012,0.066567,-0.064660,0.010019,0.000000
8083.917484,-0.038445,-0.073534,0.102296,0.281577,-0.168447,0.073726,-0.272182,-0.160395,-0.274674,0.197785,0.136618,0.054360,-0.143905,0.179813,-0.088162,0.057236,0.118594,-0.739464,-0.484635,0.043046,0.036431,0.070001,0.113034,-0.122621,0.678106,-0.634196,-0.080821,0.063897,-0.064660,0.010019,0.000000
8083.937465,-0.044964,-0.077560,0.112459,0.281385,-0.164229,0.088490,-0.272565,-0.160395,-0.271799,0.178035,0.149465,0.054935,-0.152916,0.180907,-0.095357,0.056277,0.125305,-0.739081,-0.481184,0.049183,0.036431,0.071145,0.112075,-0.118978,0.678106,-0.639757,-0.079095,0.061990,-0.064660,0.010019,0.000000
8083.957493,-0.049183,-0.079094,0.122813,0.280235,-0.160395,0.107473,-0.270456,-0.159244,-0.274483,0.169598,0.141028,0.054743,-0.159052,0.186988,-0.103134,0.052634,0.130099,-0.737355,-0.479841,0.050525,0.036431,0.071527,0.112842,-0.118402,0.678106,-0.646852,-0.076602,0.060464,-0.064279,0.010019,0.000000
8083.977465,-0.050717,-0.073151,0.142370,0.275250,-0.161353,0.137385,-0.271415,-0.152916,-0.292698,0.178227,0.116677,0.052251,-0.162887,0.194037,-0.098117,0.048607,0.131057,-0.734479,-0.479841,0.050717,0.036431,0.072671,0.113993,-0.121279,0.678106,-0.649536,-0.073726,0.058175,-0.063897,0.010019,0.000000
8083.997478,-0.052826,-0.056661,0.169215,0.271799,-0.167297,0.167681,-0.279085,-0.139878,-0.326829,0.221945,0.106706,0.045539,-0.159436,0.201023,-0.081126,0.044580,0.125497,-0.731027,-0.479074,0.050525,0.036431,0.073434,0.115143,-0.129715,0.677722,-0.651261,-0.073534,0.056649,-0.063516,0.010019,0.000000
8084.017462,-0.061263,-0.037869,0.199702,0.271799,-0.167681,0.185321,-0.298068,-0.127990,-0.352523,0.323569,0.125113,0.024639,-0.152916,0.206938,-0.060689,0.043430,0.116102,-0.727001,-0.476582,0.050525,0.036431,0.074197,0.113034,-0.136043,0.676188,-0.647810,-0.073534,0.056268,-0.062371,0.010115,0.000000
8084.037464,-0.076985,-0.016202,0.239394,0.270840,-0.166722,0.191841,-0.321076,-0.115527,-0.358275,0.450121,0.097694,-0.000096,-0.145630,0.203476,-0.045884,0.048224,0.107089,-0.727384,-0.471021,0.050525,0.036813,0.074960,0.113034,-0.140645,0.671970,-0.644167,-0.073534,0.055505,-0.061227,0.010115,0.000000
8084.057462,-0.095968,0.001822,0.284645,0.257226,-0.157518,0.194909,-0.347729,-0.108624,-0.355974,0.578398,0.040937,-0.019079,-0.138344,0.194156,-0.035216,0.056469,0.102679,-0.731219,-0.465077,0.052251,0.037576,0.074960,0.112842,-0.141220,0.667560,-0.637455,-0.074685,0.054742,-0.060464,0.010115,0.000000
8084.077497,-0.101529,0.005848,0.322419,0.227122,-0.139494,0.195292,-0.355207,-0.112650,-0.356741,0.689227,-0.006423,-0.033076,-0.137002,0.182225,-0.034768,0.062413,0.103830,-0.736971,-0.458175,0.054743,0.037957,0.074578,0.115143,-0.137193,0.663533,-0.633812,-0.077178,0.054742,-0.059319,0.009827,0.000000
8084.097387,-0.108240,0.004314,0.344661,0.193950,-0.106706,0.196826,-0.342360,-0.120512,-0.359234,0.759406,-0.061646,-0.038445,-0.136618,0.171490,-0.036269,0.064138,0.110541,-0.741957,-0.453572,0.056661,0.038339,0.074197,0.122237,-0.132783,0.660657,-0.634004,-0.079862,0.054742,-0.058557,0.010115,0.000000
8084.117499,-0.120320,0.004122,0.357316,0.176885,-0.085998,0.199511,-0.321269,-0.124155,-0.359618,0.796220,-0.105364,-0.037486,-0.133358,0.157488,-0.038472,0.064522,0.116677,-0.742532,-0.449738,0.058386,0.038720,0.073434,0.133742,-0.130482,0.657589,-0.636305,-0.082546,0.054360,-0.057794,0.010019,0.000000
8084.137514,-0.136426,-0.002589,0.361918,0.170557,-0.063563,0.203154,-0.288096,-0.134892,-0.351181,0.823065,-0.151958,-0.035760,-0.120704,0.150364,-0.048003,0.065097,0.126647,-0.742916,-0.449738,0.059537,0.038720,0.072671,0.140453,-0.125497,0.655672,-0.633812,-0.083313,0.054360,-0.055886,0.010402,0.000000
8084.157474,-0.153875,-0.006040,0.369972,0.172858,-0.050909,0.206030,-0.257801,-0.146781,-0.338909,0.830543,-0.186855,-0.027899,-0.108431,0.142998,-0.053548,0.069699,0.130866,-0.743107,-0.449354,0.059537,0.038720,0.071145,0.146014,-0.123963,0.653371,-0.632662,-0.083505,0.054742,-0.053979,0.010019,0.000000
8084.177507,-0.171515,-0.005081,0.373423,0.180528,-0.047073,0.205838,-0.226355,-0.154642,-0.325678,0.822681,-0.213125,-0.014093,-0.100762,0.136073,-0.052919,0.076986,0.128373,-0.742916,-0.449354,0.058961,0.039102,0.070382,0.150616,-0.127223,0.647235,-0.634771,-0.083505,0.054742,-0.052072,0.010115,0.000000
8084.197475,-0.185897,-0.002397,0.373423,0.191649,-0.040170,0.203920,-0.190690,-0.160586,-0.309381,0.801014,-0.229998,0.002013,-0.096160,0.131848,-0.046501,0.082930,0.117636,-0.742341,-0.449738,0.055894,0.038720,0.069238,0.153300,-0.132975,0.638989,-0.633429,-0.083313,0.055123,-0.049783,0.010019,0.000000
8084.217487,-0.195867,0.001822,0.372081,0.202003,-0.031350,0.201044,-0.151191,-0.162120,-0.290205,0.767843,-0.242270,0.017545,-0.091942,0.130822,-0.038801,0.088299,0.103830,-0.740998,-0.451272,0.054743,0.038720,0.069238,0.158286,-0.141795,0.633812,-0.633621,-0.083505,0.056268,-0.047494,0.010115,0.000000
8084.237462,-0.197209,0.005273,0.371314,0.204880,-0.027324,0.196251,-0.115335,-0.159244,-0.269497,0.727001,-0.254158,0.036719,-0.086765,0.128943,-0.031784,0.094243,0.092709,-0.736971,-0.452997,0.054552,0.038720,0.070001,0.164421,-0.148315,0.632278,-0.633812,-0.081396,0.057412,-0.044824,0.010211,0.000000
8084.257475,-0.194141,0.005273,0.374957,0.205071,-0.024639,0.192991,-0.085231,-0.154259,-0.248405,0.690186,-0.271223,0.053401,-0.082738,0.131533,-0.036919,0.098461,0.094243,-0.733137,-0.453381,0.056469,0.038720,0.070764,0.169023,-0.148123,0.632087,-0.634196,-0.081396,0.058175,-0.042535,0.010019,0.000000
8084.277460,-0.185897,0.006615,0.380709,0.205455,-0.019846,0.187047,-0.062029,-0.145247,-0.233066,0.661616,-0.286179,0.055318,-0.077177,0.133334,-0.042653,0.098845,0.106322,-0.733137,-0.454531,0.058195,0.038339,0.071145,0.172283,-0.141028,0.632662,-0.635730,-0.081396,0.058175,-0.040246,0.009923,0.000000
8084.297465,-0.183212,0.018120,0.385886,0.215234,-0.021188,0.169598,-0.047841,-0.134892,-0.227122,0.643400,-0.300560,0.054168,-0.071617,0.133292,-0.045501,0.097886,0.116485,-0.734671,-0.456449,0.061646,0.037576,0.071527,0.173433,-0.135468,0.634196,-0.637264,-0.081588,0.058175,-0.038339,0.010019,0.000000
8084.317506,-0.185513,0.036527,0.383969,0.235559,-0.025023,0.141028,-0.028282,-0.118594,-0.214658,0.608310,-0.308230,0.054552,-0.064714,0.142596,-0.050500,0.094626,0.123771,-0.733904,-0.457216,0.067206,0.037194,0.073434,0.171707,-0.130099,0.636497,-0.637455,-0.082930,0.058175,-0.036813,0.010019,0.000000
8084.337476,-0.189923,0.051484,0.376491,0.256075,-0.032309,0.110924,0.000288,-0.102104,-0.198168,0.554430,-0.329130,0.046881,-0.058578,0.154830,-0.055445,0.088682,0.128565,-0.728151,-0.459900,0.071233,0.036431,0.075723,0.165188,-0.126072,0.638606,-0.639565,-0.086381,0.058175,-0.036050,0.010019,0.000000
8084.371129,-0.189923,0.051484,0.376491,0.256075,-0.032309,0.110924,0.000288,-0.102104,-0.198168,0.554430,-0.329130,0.046881,-0.058578,0.154830,-0.055445,0.088682,0.128565,-0.728151,-0.459900,0.071233,0.036431,0.075723,0.165188,-0.126072,0.638606,-0.639565,-0.086381,0.058175,-0.036050,0.010019,0.000000
8084.381690,-0.213892,0.059920,0.352331,0.265279,-0.054743,0.045923,0.038253,-0.070849,-0.176501,0.425194,-0.388762,0.034610,-0.039212,0.162619,-0.064684,0.078903,0.131057,-0.706868,-0.472939,0.071617,0.032617,0.079156,0.151191,-0.125305,0.639373,-0.654329,-0.097119,0.058175,-0.034905,0.010019,0.000000
8084.397996,-0.213892,0.059920,0.352331,0.265279,-0.054743,0.045923,0.038253,-0.070849,-0.176501,0.425194,-0.388762,0.034610,-0.039212,0.162619,-0.064684,0.078903,0.131057,-0.706868,-0.472939,0.071617,0.032617,0.079156,0.151191,-0.125305,0.639373,-0.654329,-0.097119,0.058175,-0.034905,0.010019,0.000000
8084.417658,-0.239394,0.093859,0.312449,0.254350,-0.000288,-0.000288,0.000288,-0.025023,-0.166338,0.397967,-0.337183,0.025406,-0.023297,0.190776,-0.021402,0.053018,0.111308,-0.697663,-0.483676,0.059729,0.028419,0.086404,0.106706,-0.141795,0.636114,-0.660082,-0.114376,0.055123,-0.034905,0.009923,0.000000
8084.437456,-0.264512,0.112267,0.295958,0.260485,0.066248,-0.012751,-0.021763,0.000288,-0.169981,0.371697,-0.273908,0.023297,-0.016586,0.197628,0.012915,0.041321,0.103638,-0.697280,-0.486744,0.049758,0.025368,0.089456,0.091366,-0.154067,0.640523,-0.663533,-0.118786,0.053597,-0.036431,0.010019,0.000000
8084.457492,-0.292123,0.115718,0.288096,0.264512,0.097311,-0.000671,-0.041129,0.023105,-0.179186,0.340635,-0.264320,0.002397,-0.002589,0.182485,0.030348,0.035569,0.098653,-0.694404,-0.499975,0.044389,0.020409,0.091363,0.067782,-0.163654,0.646660,-0.657397,-0.119361,0.050927,-0.037576,0.010115,0.000000
8084.477471,-0.319159,0.101337,0.287713,0.258184,0.104213,0.001055,-0.072383,0.022147,-0.179569,0.334116,-0.284837,-0.016778,-0.000288,0.159479,0.020043,0.035760,0.103638,-0.693254,-0.501892,0.036719,0.015068,0.092126,0.057811,-0.155793,0.651261,-0.652795,-0.121854,0.049783,-0.039483,0.009732,0.000000
8084.497417,-0.334883,0.093476,0.287138,0.255500,0.109774,-0.006232,-0.110733,0.023489,-0.179569,0.347921,-0.282536,-0.035952,0.000096,0.142898,0.014407,0.035377,0.109582,-0.693062,-0.503234,0.036335,0.012779,0.093652,0.054743,-0.145247,0.666409,-0.650495,-0.122046,0.048257,-0.041772,0.010115,0.000000
8084.518023,-0.333157,0.092517,0.286755,0.255500,0.109582,-0.005848,-0.131824,0.028090,-0.179761,0.359426,-0.245913,-0.032884,0.001438,0.134876,0.011407,0.035377,0.118019,-0.693254,-0.505152,0.036335,0.011635,0.094797,0.053401,-0.132208,0.683091,-0.650686,-0.125497,0.046731,-0.042535,0.010019,0.000000
8084.537468,-0.322419,0.092325,0.286755,0.252816,0.107665,-0.005656,-0.129140,0.035185,-0.185130,0.357700,-0.243420,-0.033843,0.001438,0.128966,0.003187,0.036335,0.126264,-0.696321,-0.506686,0.036335,0.009346,0.095179,0.058195,-0.117636,0.697088,-0.650111,-0.137768,0.045205,-0.044442,0.009827,0.000000
8084.557466,-0.309572,0.097119,0.287905,0.246488,0.102296,-0.001630,-0.114376,0.047073,-0.192416,0.350030,-0.239202,-0.042280,0.001246,0.145796,0.007823,0.034226,0.129524,-0.700540,-0.508603,0.036335,0.008202,0.095560,0.065672,-0.111308,0.708018,-0.650495,-0.149082,0.043298,-0.046350,0.010115,0.000000
8084.577370,-0.293465,0.108816,0.286755,0.246105,0.091366,-0.003547,-0.091175,0.061454,-0.200852,0.344853,-0.240928,-0.048607,0.005081,0.167141,0.018801,0.023872,0.125880,-0.706100,-0.515889,0.036719,0.006294,0.095942,0.064714,-0.113225,0.712620,-0.651453,-0.151574,0.041009,-0.048638,0.010115,0.000000
8084.597667,-0.286946,0.110925,0.282919,0.248789,0.066631,-0.020421,-0.081204,0.064138,-0.209865,0.344661,-0.255692,-0.068740,0.011217,0.182688,0.027785,0.018312,0.119553,-0.711661,-0.527011,0.037678,0.004005,0.095942,0.060495,-0.118402,0.715304,-0.648961,-0.153300,0.038720,-0.050546,0.010115,0.000000
8084.617909,-0.287330,0.112075,0.281002,0.245146,0.025598,-0.054935,-0.083313,0.066823,-0.216192,0.345812,-0.276208,-0.094243,0.014093,0.187818,0.038755,0.016970,0.109007,-0.719139,-0.535639,0.040746,0.001717,0.095942,0.053018,-0.127031,0.719331,-0.644359,-0.154450,0.036813,-0.052835,0.010115,0.000000
8084.637714,-0.290014,0.111691,0.287521,0.232491,-0.025598,-0.089066,-0.095009,0.067782,-0.225396,0.343319,-0.290973,-0.123963,0.014477,0.187599,0.053202,0.015436,0.095777,-0.733328,-0.544076,0.047648,0.000954,0.095560,0.041512,-0.137769,0.721632,-0.634771,-0.155984,0.036813,-0.054742,0.010115,0.000000
8084.657789,-0.301519,0.098077,0.316283,0.220794,-0.061838,-0.084272,-0.106131,0.049183,-0.245146,0.324337,-0.287330,-0.167297,0.012176,0.188912,0.046225,0.014669,0.088490,-0.748668,-0.554814,0.053209,0.000954,0.094416,0.030200,-0.146398,0.727192,-0.629210,-0.157135,0.036813,-0.056268,0.010115,0.000000
8084.688427,-0.314941,0.085423,0.338142,0.229231,-0.059153,-0.076602,-0.109391,0.030775,-0.260677,0.308422,-0.268539,-0.190307,0.011984,0.191134,0.041386,0.014285,0.085614,-0.753845,-0.557307,0.056086,0.000954,0.094034,0.024639,-0.149082,0.729685,-0.626910,-0.159244,0.036813,-0.056649,0.010115,0.000000
8084.732290,-0.314941,0.085423,0.338142,0.229231,-0.059153,-0.076602,-0.109391,0.030775,-0.260677,0.308422,-0.268539,-0.190307,0.011984,0.191134,0.041386,0.014285,0.085614,-0.753845,-0.557307,0.056086,0.000954,0.094034,0.024639,-0.149082,0.729685,-0.626910,-0.159244,0.036813,-0.056649,0.010115,0.000000
8084.740193,-0.314941,0.085423,0.338142,0.229231,-0.059153,-0.076602,-0.109391,0.030775,-0.260677,0.308422,-0.268539,-0.190307,0.011984,0.191134,0.041386,0.014285,0.085614,-0.753845,-0.557307,0.056086,0.000954,0.094034,0.024639,-0.149082,0.729685,-0.626910,-0.159244,0.036813,-0.056649,0.010115,0.000000
8084.757941,-0.335074,0.033076,0.377642,0.497482,0.118402,0.021955,-0.175351,-0.058770,-0.288480,0.233257,-0.136810,-0.195867,0.011984,0.166447,0.005709,0.015052,0.125305,-0.778772,-0.552896,0.086765,0.000572,0.091363,0.006807,-0.141987,0.754036,-0.619240,-0.181870,0.036813,-0.057794,0.010115,0.000000
8084.778238,-0.310147,0.031734,0.358467,0.558649,0.110733,0.055318,-0.197401,-0.063180,-0.290589,0.220219,-0.061838,-0.186089,0.008916,0.145070,0.009384,0.027132,0.134701,-0.784524,-0.550787,0.088107,0.001335,0.088311,0.005081,-0.139878,0.757680,-0.618856,-0.191074,0.037576,-0.057031,0.010019,0.000000
8084.797947,-0.267772,0.034035,0.337183,0.590095,0.067206,0.048800,-0.196059,-0.062605,-0.291931,0.211207,-0.064522,-0.165763,-0.002972,0.131829,0.014667,0.041896,0.143138,-0.785483,-0.550787,0.087915,0.001335,0.086785,0.011409,-0.136043,0.758255,-0.616364,-0.204113,0.037576,-0.057412,0.010019,0.000000
8084.817657,-0.192800,0.034226,0.318009,0.566702,0.022530,0.033460,-0.176310,-0.056086,-0.295383,0.192800,-0.071425,-0.161736,-0.015435,0.133279,0.012951,0.054360,0.151382,-0.784907,-0.550596,0.085998,0.002098,0.086404,0.023872,-0.130866,0.759981,-0.608886,-0.211782,0.038720,-0.057031,0.009732,0.000000
8084.837471,-0.083505,0.029433,0.299793,0.462009,-0.028666,-0.005656,-0.146781,-0.050333,-0.265279,0.211591,-0.137960,-0.121662,-0.014477,0.163605,0.009998,0.051675,0.152533,-0.768801,-0.547144,0.085039,0.002098,0.086404,0.033076,-0.127031,0.763432,-0.603133,-0.213316,0.039483,-0.057031,0.009923,0.000000
8084.857573,-0.018695,0.023681,0.290589,0.365754,-0.042855,-0.032309,-0.133934,-0.040746,-0.221945,0.237285,-0.195100,-0.097119,-0.014668,0.188170,0.007806,0.039403,0.151766,-0.757488,-0.546952,0.082930,0.002098,0.086404,0.038828,-0.124347,0.765349,-0.603133,-0.214467,0.041390,-0.056268,0.010211,0.000000
8084.877493,-0.003739,0.018695,0.290781,0.315899,-0.059153,-0.037678,-0.134701,-0.027707,-0.179761,0.249556,-0.237093,-0.092517,-0.018120,0.201492,0.000714,0.026365,0.147548,-0.740807,-0.550787,0.078136,0.002098,0.086404,0.047457,-0.120320,0.765924,-0.605626,-0.214467,0.041390,-0.056268,0.010019,0.000000
8084.897580,-0.021572,0.021379,0.290973,0.290014,-0.082163,-0.050717,-0.144864,-0.010258,-0.163079,0.246871,-0.246680,-0.090600,-0.022147,0.200614,0.002676,0.013326,0.138535,-0.727959,-0.556540,0.067590,0.001717,0.086785,0.055702,-0.119170,0.766883,-0.609845,-0.214467,0.041390,-0.055505,0.009923,0.000000
8084.917471,-0.065865,0.041896,0.297684,0.254925,-0.080821,-0.055318,-0.173050,0.021763,-0.162312,0.248214,-0.243996,-0.091558,-0.024447,0.187789,0.035208,-0.002013,0.118402,-0.724124,-0.566702,0.051100,0.000191,0.086785,0.069699,-0.132783,0.767075,-0.624417,-0.215234,0.040627,-0.053979,0.010115,0.000000
8084.937458,-0.112267,0.067015,0.338909,0.210248,-0.056086,-0.024447,-0.217918,0.050141,-0.172475,0.290589,-0.241886,-0.089832,-0.019846,0.161667,0.069208,-0.003164,0.095968,-0.721632,-0.577823,0.048607,-0.002098,0.086785,0.080245,-0.151958,0.767075,-0.631128,-0.219452,0.039483,-0.050546,0.010115,0.000000
8084.957753,-0.128565,0.065097,0.394132,0.182829,-0.043046,0.006423,-0.277742,0.044772,-0.197784,0.396433,-0.218110,-0.090983,-0.004122,0.145756,0.067962,-0.002397,0.087532,-0.721632,-0.583959,0.049183,-0.005150,0.086022,0.081012,-0.151958,0.767075,-0.624992,-0.240352,0.037957,-0.046731,0.010115,0.000000
8084.977455,-0.127414,0.035377,0.448779,0.150232,-0.006999,0.002397,-0.347538,0.009108,-0.224821,0.559224,-0.180336,-0.090216,0.030200,0.137613,0.032886,0.005273,0.092709,-0.731411,-0.582425,0.056852,-0.006294,0.084878,0.080437,-0.135851,0.767267,-0.621541,-0.271799,0.037957,-0.044442,0.010115,0.000000
8084.997489,-0.121279,0.030200,0.514931,0.132591,0.015052,0.000671,-0.346770,0.007190,-0.228848,0.605051,-0.149273,-0.091366,0.046307,0.134396,0.019266,0.021188,0.095201,-0.748093,-0.578782,0.067015,-0.006294,0.083352,0.082546,-0.129715,0.767459,-0.622308,-0.293849,0.036431,-0.044061,0.010499,0.000000
8085.017537,-0.116868,0.040746,0.557307,0.144671,0.013326,0.004314,-0.296917,0.025215,-0.219644,0.558265,-0.132783,-0.093476,0.053209,0.133385,0.020982,0.042663,0.096160,-0.765158,-0.575714,0.079286,-0.004768,0.080682,0.084080,-0.128565,0.765158,-0.622883,-0.314558,0.034524,-0.044061,0.010019,0.000000
8085.037446,-0.110733,0.048991,0.559416,0.180336,-0.020421,0.004698,-0.226738,0.040554,-0.194525,0.460667,-0.140645,-0.095968,0.064714,0.147749,0.023144,0.072575,0.095968,-0.777238,-0.573605,0.099995,-0.003242,0.076486,0.082738,-0.128948,0.763049,-0.617515,-0.328363,0.031472,-0.044442,0.010499,0.000000
8085.057457,-0.100762,0.059345,0.560950,0.215617,-0.056277,0.000479,-0.183212,0.046307,-0.171133,0.412731,-0.151382,-0.077753,0.079287,0.176548,0.028237,0.078520,0.095201,-0.763624,-0.583576,0.129715,-0.003242,0.076486,0.074301,-0.134892,0.761515,-0.615022,-0.336992,0.028038,-0.044442,0.010019,0.000000
8085.077458,-0.099420,0.071617,0.562675,0.236709,-0.072575,-0.001630,-0.168256,0.057620,-0.165188,0.394323,-0.152341,-0.068549,0.086381,0.191530,0.036420,0.067974,0.096352,-0.756529,-0.594313,0.142946,-0.002098,0.075341,0.064139,-0.140836,0.761131,-0.611762,-0.336992,0.025368,-0.044442,0.010307,0.000000
8085.097497,-0.114568,0.078520,0.553472,0.251665,-0.085039,-0.013902,-0.175351,0.063372,-0.166147,0.385503,-0.152916,-0.070083,0.086381,0.190659,0.037294,0.050717,0.102679,-0.759022,-0.600257,0.149465,0.000191,0.068475,0.056852,-0.143138,0.759597,-0.607927,-0.336992,0.023460,-0.044442,0.009923,0.000000
8085.118155,-0.141028,0.073534,0.536982,0.258184,-0.104597,-0.030967,-0.193375,0.059153,-0.169790,0.377258,-0.184746,-0.070083,0.084080,0.177766,0.024104,0.039020,0.112075,-0.759789,-0.604475,0.149273,0.004005,0.057794,0.058003,-0.143138,0.759406,-0.606393,-0.335458,0.022697,-0.044061,0.009827,0.000000
8085.137431,-0.172858,0.063947,0.513588,0.258184,-0.112267,-0.050525,-0.222903,0.053976,-0.170749,0.370547,-0.193566,-0.073151,0.079287,0.158776,0.003325,0.029816,0.124730,-0.754804,-0.611954,0.152150,0.006676,0.048257,0.064522,-0.140261,0.761898,-0.606009,-0.335266,0.022316,-0.042916,0.010115,0.000000
8085.157433,-0.186855,0.064331,0.485594,0.259335,-0.077369,-0.055318,-0.239969,0.056469,-0.174967,0.360576,-0.177652,-0.076986,0.078520,0.150019,0.003484,0.023489,0.130674,-0.754036,-0.617323,0.152533,0.009346,0.042916,0.071042,-0.139111,0.765541,-0.605434,-0.334883,0.022316,-0.041390,0.010019,0.000000
8085.177436,-0.191457,0.070658,0.455107,0.272374,-0.031350,-0.051484,-0.245721,0.061263,-0.188389,0.340251,-0.151958,-0.077944,0.083505,0.144915,0.002259,0.026749,0.133358,-0.754036,-0.621349,0.152725,0.011635,0.039102,0.080437,-0.140645,0.772253,-0.602175,-0.333540,0.022316,-0.039102,0.010019,0.000000
8085.197564,-0.189157,0.074876,0.425961,0.302094,-0.005848,-0.030008,-0.246296,0.063180,-0.215617,0.323761,-0.138919,-0.091558,0.089449,0.138720,0.000433,0.042855,0.131633,-0.753461,-0.620966,0.152725,0.012779,0.036050,0.086765,-0.144864,0.785100,-0.593163,-0.333349,0.022697,-0.036050,0.010499,0.000000
8085.217432,-0.186855,0.075260,0.393940,0.334116,-0.026749,-0.016586,-0.246105,0.059729,-0.245721,0.320118,-0.135659,-0.113609,0.086189,0.137563,-0.008221,0.061071,0.129332,-0.749627,-0.616747,0.152725,0.014305,0.034524,0.089449,-0.146014,0.788551,-0.582808,-0.333540,0.022697,-0.032998,0.010019,0.000000
8085.237440,-0.190882,0.076411,0.362494,0.391255,-0.032692,-0.017545,-0.243420,0.046690,-0.284262,0.322035,-0.125305,-0.139494,0.076602,0.155060,-0.026200,0.072959,0.127414,-0.726617,-0.612913,0.158093,0.015450,0.035668,0.091558,-0.146014,0.794111,-0.576289,-0.334691,0.022697,-0.031472,0.009732,0.000000
8085.257414,-0.207756,0.082355,0.345237,0.470638,-0.037103,-0.019270,-0.237285,0.035952,-0.321652,0.320118,-0.127031,-0.151766,0.069124,0.167606,-0.034884,0.069699,0.135276,-0.705525,-0.616172,0.163463,0.015068,0.036431,0.099611,-0.146781,0.798521,-0.575714,-0.335266,0.022697,-0.030708,0.010019,0.000000
8085.277978,-0.236326,0.091175,0.326446,0.560566,-0.045348,-0.021188,-0.235751,0.030200,-0.356358,0.311106,-0.132400,-0.149848,0.066056,0.169888,-0.036945,0.062413,0.141220,-0.699773,-0.617898,0.163654,0.015068,0.036813,0.111116,-0.150232,0.804657,-0.574371,-0.335841,0.023079,-0.029945,0.010115,0.000000
8085.297690,-0.270840,0.103830,0.300944,0.676764,-0.061838,-0.023297,-0.236517,0.028282,-0.403719,0.296150,-0.144672,-0.140070,0.064906,0.166401,-0.029947,0.055894,0.143138,-0.700156,-0.617323,0.166147,0.015068,0.037194,0.121470,-0.158861,0.813094,-0.573413,-0.336225,0.023842,-0.029564,0.010019,0.000000
